STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_DATE,TRAFFIC_OPEN_DATE,YEAR_WIDENED,ORIGINAL_NO_LANES,FINAL_NO_LANES,LANE_ADDED_NO
16,Idaho,1010,1969-10-01,1969-10-01,,,,
16,Idaho,1020,1986-09-01,1986-09-01,,,,
16,Idaho,1021,1985-10-01,1985-10-01,,,,
16,Idaho,3017,1986-09-01,1986-11-01,,,,
16,Idaho,3023,1983-10-01,1983-12-01,,,,
16,Idaho,5025,1972-09-01,1972-09-01,,,,
16,Idaho,6027,1960-09-01,1960-09-01,,,,
16,Idaho,9032,1987-10-01,1987-10-01,,,,
16,Idaho,9034,1988-10-01,1988-10-01,,,,
16,Idaho,A310,1986-09-01,1986-09-01,,,,
16,Idaho,A320,1986-09-01,1986-09-01,,,,
16,Idaho,A330,1986-09-01,1986-09-01,,,,
16,Idaho,A350,1986-09-01,1986-09-01,,,,
16,Idaho,B310,1985-10-01,1985-10-01,,,,
16,Idaho,B320,1985-10-01,1985-10-01,,,,
16,Idaho,B330,1985-10-01,1985-10-01,,,,
16,Idaho,B350,1985-10-01,1985-10-01,,,,
16,Idaho,C310,1969-10-01,1969-10-01,,,,
16,Idaho,C320,1969-10-01,1969-10-01,,,,
16,Idaho,C330,1969-10-01,1969-10-01,,,,
16,Idaho,C350,1969-10-01,1969-10-01,,,,
17,Illinois,0601,1964-06-01,1965-04-01,,,,
17,Illinois,0602,1964-06-01,1965-04-01,,,,
17,Illinois,0603,1964-06-01,1965-04-01,,,,
17,Illinois,0604,1964-06-01,1965-04-01,,,,
17,Illinois,0605,1964-06-01,1965-04-01,,,,
17,Illinois,0606,1964-06-01,1965-04-01,,,,
17,Illinois,0607,1964-06-01,1965-04-01,,,,
17,Illinois,0608,1964-06-01,1965-04-01,,,,
17,Illinois,0659,1964-06-01,1965-04-01,,,,
17,Illinois,0660,1964-06-01,1965-04-01,,,,
17,Illinois,0661,1964-06-01,1965-04-01,,,,
17,Illinois,0662,1964-06-01,1965-04-01,,,,
17,Illinois,0663,1964-06-01,1965-04-01,,,,
17,Illinois,0664,1964-06-01,1965-04-01,,,,
17,Illinois,4074,1986-10-01,1986-11-01,,,,
17,Illinois,4082,1986-06-01,1986-10-01,,,,
17,Illinois,5020,1986-05-01,1986-10-01,,,,
17,Illinois,5151,1966-09-01,1966-10-01,,,,
17,Illinois,5217,1965-11-01,1965-12-01,,,,
17,Illinois,5423,1965-06-01,1965-06-01,,,,
17,Illinois,5453,1968-10-01,1968-12-01,,,,
17,Illinois,5843,1982-08-01,1982-09-01,,,,
17,Illinois,5849,1971-01-01,1971-11-01,,,,
17,Illinois,5854,1982-09-01,1982-10-01,,,,
17,Illinois,5869,1979-08-01,1979-12-01,,,,
17,Illinois,5908,1970-12-01,1971-04-01,,,,
17,Illinois,6050,1959-07-01,1959-07-01,1959.0,1.0,1.0,
17,Illinois,7937,1960-04-01,1960-08-01,,,,
17,Illinois,9267,1966-01-01,1966-10-01,,,,
17,Illinois,9327,1965-11-01,1965-12-01,,,,
18,Indiana,0601,1972-01-01,1974-01-01,,,,
18,Indiana,0602,1972-01-01,1974-01-01,,,,
18,Indiana,0603,1972-01-01,1974-01-01,,,,
18,Indiana,0604,1972-01-01,1974-01-01,,,,
18,Indiana,0605,1972-01-01,1974-01-01,,,,
18,Indiana,0606,1972-01-01,1974-01-01,,,,
18,Indiana,0607,1972-01-01,1974-01-01,,,,
18,Indiana,0608,1972-01-01,1974-01-01,,,,
18,Indiana,0659,1972-01-01,1974-01-01,,,,
18,Indiana,0660,1972-01-01,1974-01-01,,,,
18,Indiana,0661,1972-01-01,1974-01-01,,,,
18,Indiana,0662,1972-01-01,1974-01-01,,,,
18,Indiana,0663,1972-01-01,1974-01-01,,,,
18,Indiana,0664,1972-01-01,1974-01-01,,,,
18,Indiana,0665,1972-01-01,1974-01-01,,,,
18,Indiana,0666,1972-01-01,1974-01-01,,,,
18,Indiana,0667,1972-01-01,1974-01-01,,,,
18,Indiana,0668,1972-01-01,1974-01-01,,,,
18,Indiana,0669,1972-01-01,1974-01-01,,,,
18,Indiana,0670,1972-01-01,1974-01-01,,,,
18,Indiana,0671,1972-01-01,1974-01-01,,,,
18,Indiana,0672,1972-01-01,1974-01-01,,,,
18,Indiana,2008,1980-01-01,1980-01-01,,,,
18,Indiana,2009,1981-01-01,1981-01-01,,,,
18,Indiana,3002,1976-08-01,1976-08-01,1976.0,2.0,2.0,
18,Indiana,3003,1975-01-01,1975-01-01,,,,
18,Indiana,3030,1981-01-01,1981-01-01,,,,
18,Indiana,3031,1977-07-01,1977-07-01,,,,
18,Indiana,4021,1975-01-01,1975-01-01,,,,
18,Indiana,4042,1974-06-01,1974-06-01,1976.0,1.0,1.0,
18,Indiana,5022,1972-01-01,1972-01-01,,,,
18,Indiana,5043,1969-01-01,1969-01-01,,,,
18,Indiana,5518,1970-10-01,1970-12-01,,,,
18,Indiana,5528,1962-06-01,1962-07-01,,,,
18,Indiana,5538,1962-06-01,1962-06-01,,,,
18,Indiana,9020,1964-08-01,1964-09-01,,,,
18,Indiana,A410,1977-07-01,1977-07-01,,,,
18,Indiana,A430,1977-07-01,1977-07-01,,,,
19,Iowa,0101,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0102,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0103,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0104,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0105,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0106,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0107,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0108,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0109,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0110,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0111,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0112,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0159,1992-11-01,1993-06-01,,2.0,,
19,Iowa,0213,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0214,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0215,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0216,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0217,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0218,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0219,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0220,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0221,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0222,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0223,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0224,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0259,1994-08-01,1994-12-01,,2.0,,
19,Iowa,0601,1965-11-01,1965-11-01,,,,
19,Iowa,0602,1965-11-01,1965-11-01,,,,
19,Iowa,0603,1965-11-01,1965-11-01,,,,
19,Iowa,0604,1965-11-01,1965-11-01,,,,
19,Iowa,0605,1965-11-01,1965-11-01,,,,
19,Iowa,0606,1965-11-01,1965-11-01,,,,
19,Iowa,0607,1965-11-01,1965-11-01,,,,
19,Iowa,0608,1965-11-01,1965-11-01,,,,
19,Iowa,0659,1965-11-01,1965-11-01,,,,
19,Iowa,0701,1967-09-01,1967-10-01,,,,
19,Iowa,0702,1967-09-01,1967-10-01,,,,
19,Iowa,0703,1967-09-01,1967-10-01,,,,
19,Iowa,0704,1967-09-01,1967-10-01,,,,
19,Iowa,0705,1967-09-01,1967-10-01,,,,
19,Iowa,0706,1967-09-01,1967-10-01,,,,
19,Iowa,0707,1967-09-01,1967-10-01,,,,
19,Iowa,0708,1967-09-01,1967-10-01,,,,
19,Iowa,0709,1967-09-01,1967-10-01,,,,
19,Iowa,0759,1967-09-01,1967-10-01,,,,
19,Iowa,3006,1975-10-01,1975-11-01,,,,
19,Iowa,3009,1975-12-01,1976-06-01,,,,
19,Iowa,3028,1984-11-01,1985-06-01,,,,
19,Iowa,3033,1983-08-01,1983-10-01,,,,
19,Iowa,3055,1968-11-01,1969-08-01,,,,
19,Iowa,5042,1975-09-01,1975-11-01,,,,
19,Iowa,5046,1975-09-01,1975-11-01,,,,
19,Iowa,6150,1952-06-01,1952-08-01,,,,
19,Iowa,9116,1972-06-01,1972-08-01,,,,
19,Iowa,9126,1964-12-01,1965-01-01,,,,
19,Iowa,A310,1952-06-01,1952-08-01,,,,
19,Iowa,A320,1952-06-01,1952-08-01,,,,
19,Iowa,A330,1952-06-01,1952-08-01,,,,
19,Iowa,A340,1952-06-01,1952-08-01,,,,
19,Iowa,A350,1952-06-01,1952-08-01,,,,
19,Iowa,A410,1968-11-01,1969-08-01,,,,
19,Iowa,A430,1968-11-01,1969-08-01,,,,
19,Iowa,B410,1975-12-01,1976-06-01,,,,
19,Iowa,B430,1975-12-01,1976-06-01,,,,
20,Kansas,0101,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0102,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0103,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0104,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0105,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0106,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0107,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0108,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0109,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0110,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0111,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0112,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0160,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0161,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0163,1993-11-01,1993-11-01,,1.0,,
20,Kansas,0201,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0202,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0203,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0204,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0205,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0206,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0207,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0208,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0209,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0210,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0211,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0212,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0259,1992-07-31,1992-08-01,,2.0,,
20,Kansas,0901,1993-10-31,1993-11-01,,1.0,,
20,Kansas,0902,1993-10-31,1993-11-01,,1.0,,
20,Kansas,0903,1993-10-31,1993-11-01,,1.0,,
20,Kansas,3013,1984-01-01,1984-01-01,,,,
20,Kansas,3015,1985-01-01,1985-01-01,,,,
20,Kansas,3060,1984-11-01,1984-12-01,,,,
20,Kansas,4016,1979-06-01,1979-06-01,,,,
20,Kansas,4052,1983-06-01,1983-06-01,,,,
20,Kansas,4053,1987-06-01,1987-06-01,,,,
20,Kansas,4054,1985-10-01,1985-11-01,,,,
20,Kansas,4063,1981-06-01,1981-06-01,,,,
20,Kansas,4067,1976-06-01,1976-06-01,,,,
20,Kansas,7073,1961-01-01,1961-01-01,,,,
20,Kansas,7085,1960-06-01,1960-06-01,,,,
20,Kansas,9037,1957-08-01,1957-09-01,,,,
20,Kansas,A410,1985-10-01,1985-11-01,,,,
20,Kansas,A411,1985-10-01,1985-11-01,,,,
20,Kansas,A412,1985-10-01,1985-11-01,,,,
20,Kansas,A430,1985-10-01,1985-11-01,,,,
20,Kansas,B410,1979-06-01,1979-06-01,,,,
20,Kansas,B430,1979-06-01,1979-06-01,,,,
21,Kentucky,1010,1985-05-01,1985-06-01,,,,
21,Kentucky,3016,1985-11-01,1985-11-01,,,,
21,Kentucky,4025,1973-01-01,1973-02-01,,,,
21,Kentucky,6040,1967-06-01,1967-06-01,,,,
